-0.0918431 0.173817 -0.335272 -0.110863 -0.0218881 0.195492 -0.170118 0.581231 -0.144528 -0.0365016 0.0910312 -0.00327601 0.053083 0.185648 -0.249603 0.0814782 -0.117729 -0.113758 -0.100928 0.0648086 0.131164 0.221908 -0.0296505 -0.169283 -0.13539 -0.106363 0.213621 0.0157485 -0.149951 -0.243444 
-0.442494 0.0474679 -0.0272822 -0.0932401 -0.166195 0.0678625 -0.323987 -0.0264461 -0.124667 0.0482237 -0.151368 -0.00251103 -0.305553 -0.117421 -0.0375295 -0.041194 -0.0259914 0.0753957 0.054288 -0.0470355 0.0133507 -0.249001 0.106594 -0.316812 0.443799 -0.123638 -0.165155 0.248712 0.110467 -0.0675274 
0.0307537 0.164453 0.151821 -0.0332846 -0.151781 0.122977 -0.00585228 0.088922 0.155784 0.265862 0.152963 -0.0748948 0.0919695 -0.0163761 0.283243 -0.00513573 -0.489811 0.252848 -0.326045 0.259384 0.190413 -0.28035 0.124962 0.103501 -0.0177133 -0.159688 -0.108048 -0.17262 -0.0383929 -0.0379396 
-0.196521 -0.448712 0.124203 0.292469 -0.143099 -0.0823247 -0.0566763 0.123914 -0.0628653 -0.0445642 -0.0662823 -0.141946 0.346778 -0.158791 0.0155154 0.306428 -0.241737 0.152801 0.216453 -0.118725 0.126406 0.23721 -0.0509044 -0.0275751 0.145883 -0.0663031 -0.0583651 -0.0345118 -0.290385 0.101152 
0.0843207 -0.225085 0.0543497 -0.169419 -0.200941 0.00368323 0.106435 0.133234 -0.114461 0.0809598 0.445378 0.147232 0.0428384 0.0594682 0.0514644 0.269544 0.066219 -0.0347056 -0.0573866 0.325577 -0.409718 -0.0335557 -0.0732845 -0.144569 0.158612 0.347995 -0.177596 0.176202 -0.0058912 -0.0412476 
-0.229281 0.388085 -0.0631255 -0.125338 -0.212588 -0.326848 0.124041 0.00340283 -0.00898708 -0.241447 -0.0507224 -0.070835 0.35022 0.0816322 0.268004 0.250661 0.307131 0.250611 -0.105159 0.0250668 -0.00915997 0.120271 0.0467913 -0.0533812 0.0909908 -0.0709817 0.115178 -0.0763688 0.242721 0.00472752 
0.37926 0.0921243 0.0125028 -0.494374 -0.213363 0.110449 0.102616 -0.127306 -0.144054 -0.140344 -0.30798 0.0256577 -0.0328457 -0.163923 0.0687267 0.271689 -0.303587 -0.097194 0.0997146 -0.10032 0.227905 0.125769 0.00948423 0.00402818 -0.0180549 0.107786 -0.0217463 0.26758 0.0297415 0.0427071 
-0.0231824 -0.0556946 0.141252 0.0183582 -0.171981 0.149341 -0.318945 -0.300985 -0.114324 0.247586 -0.104642 -0.0836262 0.214316 -0.008182 -0.301116 0.0226402 0.077995 0.143067 -0.531384 -0.1376 -0.108456 0.149458 -0.0689059 -0.103092 -0.244371 0.139656 0.109059 0.112007 0.0932379 0.112674 
-0.232882 -0.0122576 -0.120621 -0.0594155 -0.294614 0.0634035 0.108934 -0.110108 -0.216261 -0.0155721 -0.172397 0.0237559 -0.0799009 -0.151327 0.00148471 -0.223169 0.202977 0.0409512 -0.00384072 0.309371 -0.0248596 0.211902 0.305837 0.304074 -0.225529 0.0473731 -0.277274 -0.0500601 -0.360329 -0.154563 
0.0575141 0.156167 0.12657 0.15835 0.216864 0.201028 0.137204 -0.0719893 -0.0906826 -0.0832587 -0.0405238 0.187229 0.304824 -0.317063 -0.0808408 -0.108074 -0.00707152 -0.234835 -0.207557 0.281304 -0.0831344 0.172371 -0.0899992 0.112641 0.407439 -0.312047 0.073503 0.219529 0.0160034 -0.0647597 
